sample_id,original_class,gt,pred,confidence,duration_orig,duration_unified,shaft_amp,two_x_ratio,bearing_energy,env_kurtosis,gradcam_peak_order,signal_sufficient
28,2,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.36336374282836914,1.647766351699829,0.382249653339386,-1.1892307996749878,0.6105675146771037,False
29,2,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.2812541127204895,2.0340969562530518,0.3801235258579254,-0.9804208278656006,0.5636007827788649,False
30,2,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.22641097009181976,3.8386900424957275,0.3738214671611786,-1.210578441619873,0.5870841487279843,False
31,2,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.16807210445404053,2.7881994247436523,0.34621113538742065,-1.0810638666152954,0.5636007827788649,False
32,2,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.13781635463237762,3.5266427993774414,0.32364949584007263,-1.1908044815063477,0.6340508806262231,False
33,2,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.0492224395275116,14.043744087219238,0.3254348039627075,-1.1310229301452637,0.6105675146771037,False
34,2,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.0948571115732193,4.30715799331665,0.3421791195869446,-1.1992080211639404,0.6105675146771037,False
35,2,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.06529213488101959,10.234724044799805,0.3460398316383362,-1.2647072076797485,0.6340508806262231,False
36,2,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.10075528174638748,6.108980655670166,0.33593621850013733,-1.0409890413284302,0.5870841487279843,False
37,2,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.02908184938132763,25.60880470275879,0.3153443932533264,-1.1062945127487183,0.6105675146771037,False
38,2,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.4042636454105377,1.5293993949890137,0.3529428541660309,-1.142247200012207,0.6340508806262231,False
39,2,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.06397577375173569,11.326565742492676,0.3622681498527527,-1.1557161808013916,0.5401174168297456,False
40,3,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.3554995059967041,0.7275334000587463,0.18721941113471985,-0.5931167602539062,0.6575342465753424,False
41,3,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.12571224570274353,2.2384724617004395,0.20068129897117615,-0.44292783737182617,0.6575342465753424,False
42,3,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.2389875203371048,0.8761979341506958,0.17241522669792175,-0.3282766342163086,0.6810176125244618,False
43,3,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.2660197913646698,1.6365951299667358,0.22692783176898956,-0.8005752563476562,0.6810176125244618,False
44,3,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.19884346425533295,1.6904296875,0.16108864545822144,-0.059981584548950195,0.6575342465753424,False
45,3,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.12168501317501068,1.6105955839157104,0.17818379402160645,-0.4036879539489746,0.6575342465753424,False
46,3,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.06902723759412766,5.705776214599609,0.1834719479084015,-0.6159687042236328,0.6810176125244618,False
47,3,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.2020447552204132,1.8883075714111328,0.21250338852405548,-0.4539351463317871,0.6575342465753424,False
48,3,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.24671109020709991,1.6706523895263672,0.17401252686977386,-0.674623966217041,0.6810176125244618,False
49,3,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.09153244644403458,4.0602498054504395,0.15733550488948822,-0.481158971786499,0.6575342465753424,False
50,3,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.13811808824539185,3.4176909923553467,0.17933540046215057,-0.39778971672058105,0.6810176125244618,False
51,3,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.0863417536020279,2.09960675239563,0.19714991748332977,-0.4624052047729492,0.6810176125244618,False
52,3,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.06177482008934021,8.118352890014648,0.21573063731193542,-0.541475772857666,0.6810176125244618,False
53,3,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.20335979759693146,2.6473052501678467,0.20610876381397247,-0.7980363368988037,0.6575342465753424,False
54,3,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.2702484726905823,1.090774416923523,0.20341826975345612,-0.525731086730957,0.6575342465753424,False
55,3,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.11510634422302246,2.143230676651001,0.16453558206558228,-0.26244044303894043,0.6575342465753424,False
56,3,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.18440867960453033,1.7910254001617432,0.2052997350692749,-0.5597851276397705,0.6575342465753424,False
57,3,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.2012689858675003,2.1356027126312256,0.16914229094982147,-0.4065983295440674,0.6575342465753424,False
58,3,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.25880199670791626,1.4196267127990723,0.1920481026172638,-0.47214555740356445,0.6810176125244618,False
59,4,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.06585896760225296,3.7370002269744873,0.36805176734924316,-1.1322921514511108,0.6810176125244618,False
60,4,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.14182882010936737,2.6731395721435547,0.3361671268939972,-1.1919525861740112,0.6810176125244618,False
61,4,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.1514933556318283,1.6567476987838745,0.38709649443626404,-1.1867749691009521,0.6810176125244618,False
62,4,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.2093590646982193,3.1006314754486084,0.3691064119338989,-1.2146061658859253,0.6810176125244618,False
63,4,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.06701327115297318,6.035568714141846,0.3917492628097534,-1.18096125125885,0.6810176125244618,False
64,4,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.022684475407004356,11.061506271362305,0.3475182056427002,-1.3114031553268433,0.6810176125244618,False
65,4,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.17471253871917725,1.247223973274231,0.3548451066017151,-1.1238765716552734,0.6810176125244618,False
66,4,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.028045842424035072,8.593470573425293,0.35322508215904236,-1.228446364402771,0.6810176125244618,False
67,4,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.309103399515152,1.9043859243392944,0.3092770576477051,-1.2781598567962646,0.6810176125244618,False
68,4,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.04829121381044388,6.860590934753418,0.384097158908844,-1.2261909246444702,0.6810176125244618,False
69,4,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.09381980448961258,2.2063708305358887,0.3453506529331207,-1.2740252017974854,0.6810176125244618,False
70,4,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.002701224759221077,16.162227630615234,0.3531021475791931,-1.29046630859375,0.6575342465753424,False
71,4,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.039477236568927765,5.399592876434326,0.38746681809425354,-1.1815738677978516,0.6810176125244618,False
72,4,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.18220245838165283,0.43525102734565735,0.3055347800254822,-1.1567673683166504,0.6575342465753424,False
73,4,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.13605406880378723,0.8963283896446228,0.36091312766075134,-1.1821603775024414,0.6810176125244618,False
74,4,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.0326651856303215,13.56515121459961,0.3226953148841858,-1.2755364179611206,0.6810176125244618,False
75,4,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.33621540665626526,0.8136122226715088,0.3401138186454773,-1.0582317113876343,0.6810176125244618,False
76,4,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.023869588971138,14.617810249328613,0.37416666746139526,-1.1234869956970215,0.6810176125244618,False
77,4,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.176515132188797,1.7788503170013428,0.31506049633026123,-1.244764804840088,0.6810176125244618,False
78,4,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.15406979620456696,1.252201795578003,0.35503941774368286,-1.1675230264663696,0.6810176125244618,False
79,5,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.3250754475593567,1.2348819971084595,0.3571372926235199,-1.2358157634735107,0.6340508806262231,False
80,5,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.24118945002555847,0.3046535551548004,0.3273720443248749,-1.2152438163757324,0.6340508806262231,False
81,5,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.1095968633890152,2.285635471343994,0.3504314124584198,-1.3123424053192139,0.6575342465753424,False
82,5,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.147210031747818,4.388039588928223,0.3139912784099579,-1.3608884811401367,0.6340508806262231,False
83,5,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.38950231671333313,0.5441775321960449,0.34771209955215454,-1.0393826961517334,0.6340508806262231,False
84,5,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.2785640358924866,1.384329080581665,0.37478387355804443,-1.1551425457000732,0.6340508806262231,False
85,5,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.24590091407299042,1.173641562461853,0.3260859251022339,-1.3142050504684448,0.6340508806262231,False
86,5,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.1753985583782196,3.0675625801086426,0.3246109187602997,-1.3968172073364258,0.6340508806262231,False
87,5,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.25056788325309753,1.5524333715438843,0.33379167318344116,-1.1981960535049438,0.6810176125244618,False
88,5,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.26970452070236206,0.2883555293083191,0.2894349992275238,-1.2529330253601074,0.6340508806262231,False
89,5,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.3990446925163269,0.7532404661178589,0.3748205602169037,-1.2339296340942383,0.5870841487279843,False
90,5,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.08666433393955231,3.6675188541412354,0.3392123878002167,-1.2377562522888184,0.6105675146771037,False
91,5,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.2188306748867035,1.9900846481323242,0.32788872718811035,-1.349008560180664,0.6105675146771037,False
92,5,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.1681128442287445,1.761482834815979,0.4043580889701843,-1.219329833984375,0.30528375733855184,False
93,5,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.12406451255083084,2.608461618423462,0.3353513777256012,-1.1648823022842407,0.6340508806262231,False
94,5,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.2622259855270386,1.1556307077407837,0.2861141860485077,-1.2921446561813354,0.6340508806262231,False
95,5,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.44007036089897156,0.9952760338783264,0.3566100001335144,-1.1333346366882324,0.6340508806262231,False
96,5,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.06369922310113907,1.8996222019195557,0.312348335981369,-1.1686017513275146,0.6340508806262231,False
97,5,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.3033544719219208,1.0975764989852905,0.35159793496131897,-1.1800141334533691,0.6340508806262231,False
98,5,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.216500386595726,1.624427080154419,0.3688593804836273,-1.3035389184951782,0.6105675146771037,False
99,6,Bearing,Bearing,0.9187314510345459,0.20005602240896359,1.0,1.0,0.9999990463256836,0.4348624646663666,-0.9436838626861572,0.21135029354207435,False
100,6,Bearing,Bearing,0.8983960747718811,0.20005602240896359,1.0,1.0,0.9999990463256836,0.4755503535270691,-0.9866969585418701,0.18786692759295498,False
101,6,Bearing,Bearing,0.9986104965209961,0.20005602240896359,1.0,0.9836228489875793,0.9799051880836487,0.4290763735771179,-0.9621930122375488,0.4931506849315068,False
102,6,Bearing,Bearing,0.9989601373672485,0.20005602240896359,1.0,1.0,0.9969912171363831,0.5129868388175964,-0.7502045631408691,0.30528375733855184,False
103,6,Bearing,Bearing,0.9999974966049194,0.20005602240896359,1.0,1.0,0.980069637298584,0.4841649532318115,-1.0440897941589355,0.14090019569471623,False
104,6,Bearing,Bearing,0.9999998807907104,0.20005602240896359,1.0,1.0,0.9297986030578613,0.48285219073295593,-0.9027998447418213,0.7045009784735812,False
105,6,Bearing,Bearing,0.6208404302597046,0.20005602240896359,1.0,1.0,0.9999990463256836,0.45369911193847656,-0.9607269763946533,0.18786692759295498,False
106,6,Bearing,Bearing,1.0,0.20005602240896359,1.0,1.0,0.9881016612052917,0.4868239462375641,-1.1169493198394775,0.7045009784735812,False
107,6,Bearing,Bearing,0.9863249659538269,0.20005602240896359,1.0,0.9967969655990601,0.9865885972976685,0.44339513778686523,-1.0696661472320557,0.7045009784735812,False
108,6,Bearing,Bearing,0.9999668598175049,0.20005602240896359,1.0,1.0,0.9999990463256836,0.3965155780315399,-0.8663928508758545,0.7045009784735812,False
109,6,Bearing,Misalignment,0.8969792127609253,0.20005602240896359,1.0,1.0,0.9909926652908325,0.4397379457950592,-1.0397881269454956,0.07045009784735812,False
110,6,Bearing,Misalignment,0.9103171229362488,0.20005602240896359,1.0,0.9839872121810913,0.9517229795455933,0.49855154752731323,-1.2130459547042847,0.07045009784735812,False
111,6,Bearing,Misalignment,0.9298471808433533,0.20005602240896359,1.0,1.0,0.9698414206504822,0.48916134238243103,-1.0582029819488525,0.11741682974559686,False
112,6,Bearing,Misalignment,0.8666340708732605,0.20005602240896359,1.0,1.0,0.9926797151565552,0.5334576368331909,-0.9032735824584961,0.14090019569471623,False
113,6,Bearing,Misalignment,0.9738238453865051,0.20005602240896359,1.0,1.0,0.9999990463256836,0.5340115427970886,-1.3021831512451172,0.09393346379647749,False
114,6,Bearing,Bearing,0.7617534399032593,0.20005602240896359,1.0,1.0,0.9926180243492126,0.5309672355651855,-1.3255316019058228,0.2583170254403131,False
115,6,Bearing,Misalignment,0.8259600400924683,0.20005602240896359,1.0,1.0,0.9066460132598877,0.5238099694252014,-1.0016475915908813,0.11741682974559686,False
116,6,Bearing,Misalignment,0.9982567429542542,0.20005602240896359,1.0,1.0,0.9175314903259277,0.5190938711166382,-1.1016396284103394,0.14090019569471623,False
117,6,Bearing,Bearing,0.9595151543617249,0.20005602240896359,1.0,1.0,0.9713218808174133,0.524637758731842,-1.0765291452407837,0.21135029354207435,False
118,7,Bearing,Bearing,0.99967360496521,0.20005602240896359,1.0,0.8957425355911255,1.1163909435272217,0.3504883646965027,-0.8505656719207764,0.7045009784735812,False
119,7,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.7012640833854675,1.2432852983474731,0.2976681888103485,-0.9351537227630615,0.6810176125244618,False
120,7,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.6026844382286072,1.6540749073028564,0.43903854489326477,-1.1605693101882935,0.6810176125244618,False
121,7,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.7813557386398315,1.2798250913619995,0.3591027855873108,-1.1705533266067505,0.6810176125244618,False
122,7,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.5950437784194946,1.670286774635315,0.35474979877471924,-0.9178271293640137,0.6575342465753424,False
123,7,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.7105414271354675,1.407375454902649,0.3748800754547119,-1.0184935331344604,0.6810176125244618,False
124,7,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.722662091255188,1.3038872480392456,0.3002927005290985,-1.1991586685180664,0.6810176125244618,False
125,7,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.561018168926239,1.7824702262878418,0.38771674036979675,-1.0761175155639648,0.6810176125244618,False
126,7,Bearing,Bearing,0.9999980926513672,0.20005602240896359,1.0,0.4128556549549103,2.2408692836761475,0.3448343873023987,-1.1873197555541992,0.6810176125244618,False
127,7,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.7863798141479492,1.2716485261917114,0.3259640038013458,-1.065706729888916,0.6810176125244618,False
128,7,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.897223174571991,1.114548683166504,0.3830042779445648,-0.973919153213501,0.6810176125244618,False
129,7,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.8813644051551819,1.1346031427383423,0.3521651029586792,-1.1105581521987915,0.6575342465753424,False
130,7,Bearing,Bearing,0.9999992847442627,0.20005602240896359,1.0,0.7715539336204529,1.296083927154541,0.31758928298950195,-0.9684391021728516,0.6575342465753424,False
131,7,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.6001251935958862,1.563767433166504,0.33774590492248535,-0.9639408588409424,0.6105675146771037,False
132,7,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.6794210076332092,1.4615534543991089,0.3123999834060669,-1.1960434913635254,0.6810176125244618,False
133,7,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.5811677575111389,1.7206705808639526,0.38687342405319214,-1.092401146888733,0.6575342465753424,False
134,7,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.6953781843185425,1.424617886543274,0.2949053943157196,-1.091939091682434,0.6575342465753424,False
135,7,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.5677444934844971,1.5617326498031616,0.3130377531051636,-1.0759979486465454,0.6810176125244618,False
136,7,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.5730171203613281,1.7451454401016235,0.3470144271850586,-1.1604267358779907,0.6575342465753424,False
137,7,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.43943578004837036,2.2756400108337402,0.33319634199142456,-1.0487987995147705,0.6810176125244618,False
138,8,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.9742171168327332,0.8182616829872131,0.4717365801334381,-0.9331281185150146,0.30528375733855184,False
139,8,Bearing,Bearing,0.9999995231628418,0.20005602240896359,1.0,1.0,0.8668059706687927,0.5342813730239868,-1.0107643604278564,0.28180039138943247,False
140,8,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.9098075032234192,0.7834814190864563,0.382717102766037,-1.0750187635421753,0.6575342465753424,False
141,8,Bearing,Bearing,0.9999992847442627,0.20005602240896359,1.0,1.0,0.9814406633377075,0.45081380009651184,-0.8994853496551514,0.6340508806262231,False
142,8,Bearing,Bearing,0.9988555908203125,0.20005602240896359,1.0,1.0,0.9356175065040588,0.5656265020370483,-0.8763861656188965,0.30528375733855184,False
143,8,Bearing,Bearing,0.9999998807907104,0.20005602240896359,1.0,1.0,0.9526739716529846,0.5401484966278076,-0.8961169719696045,0.3287671232876712,False
144,8,Bearing,Bearing,1.0,0.20005602240896359,1.0,1.0,0.9999990463256836,0.43702995777130127,-1.1573461294174194,0.6810176125244618,False
145,8,Bearing,Bearing,0.9999969005584717,0.20005602240896359,1.0,0.9829618334770203,0.917061984539032,0.5651583671569824,-0.5654816627502441,0.3287671232876712,False
146,8,Bearing,Bearing,0.9999867677688599,0.20005602240896359,1.0,1.0,0.9410954117774963,0.5962584614753723,-1.1178150177001953,0.30528375733855184,False
147,8,Bearing,Bearing,0.9999840259552002,0.20005602240896359,1.0,0.9713716506958008,0.9361395835876465,0.39079058170318604,-1.1333832740783691,0.6340508806262231,False
148,8,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.9987488389015198,0.8525033593177795,0.5948664546012878,-1.0344922542572021,0.30528375733855184,False
149,8,Bearing,Bearing,0.9999997615814209,0.20005602240896359,1.0,0.9985488653182983,0.9884802103042603,0.6120011806488037,-0.8441407680511475,0.30528375733855184,False
150,8,Bearing,Bearing,0.9999972581863403,0.20005602240896359,1.0,0.9457422494888306,0.9086704254150391,0.4398564100265503,-1.0412544012069702,0.6575342465753424,False
151,8,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.9974436163902283,0.9406560063362122,0.4179496169090271,-1.0178335905075073,0.6810176125244618,False
152,8,Bearing,Bearing,1.0,0.20005602240896359,1.0,0.9865026473999023,0.9331225752830505,0.5886033773422241,-1.061661720275879,0.30528375733855184,False
153,8,Bearing,Bearing,0.9976692795753479,0.20005602240896359,1.0,0.9822915196418762,0.9040961861610413,0.5253000855445862,-0.8714370727539062,0.5870841487279843,False
154,8,Bearing,Bearing,0.9999973773956299,0.20005602240896359,1.0,1.0,0.9794819951057434,0.46036016941070557,-1.1388592720031738,0.6810176125244618,False
155,8,Bearing,Bearing,0.9999997615814209,0.20005602240896359,1.0,0.9982985258102417,0.9634772539138794,0.539557933807373,-1.0725550651550293,0.30528375733855184,False
156,8,Bearing,Bearing,0.9999996423721313,0.20005602240896359,1.0,1.0,0.9797906279563904,0.6034634709358215,-1.0632048845291138,0.30528375733855184,False
157,8,Bearing,Bearing,1.0,0.20005602240896359,1.0,1.0,0.7873027324676514,0.45409807562828064,-1.1380553245544434,0.6810176125244618,False
158,9,Imbalance,Bearing,0.9995414018630981,0.20005602240896359,1.0,0.5462912917137146,1.4648735523223877,0.5383055210113525,-0.9298505783081055,0.28180039138943247,False
159,9,Imbalance,Bearing,1.0,0.20005602240896359,1.0,0.7389507293701172,0.2539944648742676,0.546592116355896,-1.0322521924972534,0.30528375733855184,False
160,9,Imbalance,Bearing,1.0,0.20005602240896359,1.0,0.39537379145622253,0.19478574395179749,0.5790572762489319,-1.1650375127792358,0.4227005870841487,False
161,9,Imbalance,Bearing,0.9999984502792358,0.20005602240896359,1.0,0.7799669504165649,1.075173020362854,0.5716250538825989,-1.3855972290039062,0.3287671232876712,False
162,9,Imbalance,Bearing,0.9999998807907104,0.20005602240896359,1.0,0.6399857401847839,0.3664543330669403,0.4829186201095581,-0.7730538845062256,0.28180039138943247,False
163,9,Imbalance,Bearing,0.9999995231628418,0.20005602240896359,1.0,0.9390567541122437,0.30870234966278076,0.383475124835968,-0.4878990650177002,0.28180039138943247,False
164,9,Imbalance,Bearing,0.9999998807907104,0.20005602240896359,1.0,0.8563948273658752,0.49934038519859314,0.5036036372184753,-1.1867626905441284,0.30528375733855184,False
165,9,Imbalance,Bearing,0.9999839067459106,0.20005602240896359,1.0,0.6730229258537292,0.9941748976707458,0.5324378609657288,-1.2369147539138794,0.3522504892367906,False
166,9,Imbalance,Bearing,0.9999970197677612,0.20005602240896359,1.0,0.8684458136558533,1.0942535400390625,0.5594185590744019,-1.4634132385253906,0.21135029354207435,False
167,9,Imbalance,Bearing,0.7672070264816284,0.20005602240896359,1.0,0.884489893913269,1.0709720849990845,0.5636405348777771,-1.2522497177124023,0.28180039138943247,False
168,9,Imbalance,Bearing,0.9999889135360718,0.20005602240896359,1.0,0.8452091217041016,0.37967777252197266,0.5208215117454529,-1.0272918939590454,0.28180039138943247,False
169,9,Imbalance,Bearing,1.0,0.20005602240896359,1.0,0.041665639728307724,11.529253005981445,0.5827431678771973,-1.0212366580963135,0.3287671232876712,False
170,9,Imbalance,Bearing,0.9802145957946777,0.20005602240896359,1.0,0.9334934949874878,0.8121498227119446,0.5243813395500183,-1.1555490493774414,0.3287671232876712,False
171,9,Imbalance,Bearing,0.9999219179153442,0.20005602240896359,1.0,0.7233628034591675,0.8802081346511841,0.5503492951393127,-1.2423027753829956,0.3522504892367906,False
172,9,Imbalance,Bearing,0.9784908294677734,0.20005602240896359,1.0,0.9076251983642578,1.0350713729858398,0.5479324460029602,-1.4145874977111816,0.3287671232876712,False
