Filename,Ground_Truth,Prediction,Confidence,Avg_RPM
0D.csv,Normal,Normal,0.7513,807.6
0D.csv,Normal,Imbalance,0.6031,807.6
0D.csv,Normal,Normal,0.8381,807.6
0D.csv,Normal,Normal,0.8618,802.7
0D.csv,Normal,Normal,0.6571,802.7
0D.csv,Normal,Normal,0.7639,802.7
0D.csv,Normal,Normal,0.7012,802.7
0D.csv,Normal,Normal,0.7096,812.2
0D.csv,Normal,Normal,0.5446,812.2
0D.csv,Normal,Imbalance,0.4949,812.2
0D.csv,Normal,Normal,0.6279,812.2
0D.csv,Normal,Normal,0.5040,810.6
0D.csv,Normal,Normal,0.8617,810.6
0D.csv,Normal,Normal,0.4956,810.6
0D.csv,Normal,Normal,0.5677,810.6
0D.csv,Normal,Normal,0.6336,820.2
0D.csv,Normal,Normal,0.6349,820.2
0D.csv,Normal,Normal,0.6714,820.2
0D.csv,Normal,Normal,0.7640,820.2
0D.csv,Normal,Normal,0.6147,812.6
0D.csv,Normal,Normal,0.6192,812.6
0D.csv,Normal,Normal,0.6486,812.6
0D.csv,Normal,Normal,0.7040,812.6
0D.csv,Normal,Normal,0.5833,822.1
0D.csv,Normal,Normal,0.5500,822.1
0D.csv,Normal,Imbalance,0.5206,822.1
0D.csv,Normal,Normal,0.7837,822.1
0D.csv,Normal,Normal,0.8363,830.4
0D.csv,Normal,Normal,0.7298,830.4
0D.csv,Normal,Normal,0.8611,830.4
0D.csv,Normal,Normal,0.7612,830.4
0D.csv,Normal,Normal,0.8438,827.5
0D.csv,Normal,Imbalance,0.5229,827.5
0D.csv,Normal,Normal,0.6545,827.5
0D.csv,Normal,Normal,0.6871,827.5
0D.csv,Normal,Imbalance,0.5956,822.2
0D.csv,Normal,Imbalance,0.8191,822.2
0D.csv,Normal,Normal,0.5408,822.2
0D.csv,Normal,Normal,0.4963,822.2
0D.csv,Normal,Normal,0.5838,820.1
0D.csv,Normal,Normal,0.5006,820.1
0D.csv,Normal,Normal,0.7412,820.1
0D.csv,Normal,Normal,0.5745,820.1
0D.csv,Normal,Normal,0.7923,849.4
0D.csv,Normal,Normal,0.7457,849.4
0D.csv,Normal,Normal,0.5820,849.4
0D.csv,Normal,Normal,0.9008,849.4
0D.csv,Normal,Normal,0.7758,830.5
0D.csv,Normal,Normal,0.7369,830.5
0D.csv,Normal,Normal,0.7965,830.5
0D.csv,Normal,Normal,0.7830,830.5
0D.csv,Normal,Normal,0.6839,835.7
0D.csv,Normal,Normal,0.7092,835.7
0D.csv,Normal,Normal,0.8153,835.7
0D.csv,Normal,Normal,0.8793,835.7
0D.csv,Normal,Normal,0.8960,849.0
0D.csv,Normal,Normal,0.7873,849.0
0D.csv,Normal,Normal,0.7229,849.0
0D.csv,Normal,Normal,0.7050,849.0
0D.csv,Normal,Normal,0.7858,845.7
0D.csv,Normal,Normal,0.8565,845.7
0D.csv,Normal,Normal,0.6967,845.7
0D.csv,Normal,Normal,0.7831,845.7
0D.csv,Normal,Normal,0.8804,847.1
0D.csv,Normal,Normal,0.6489,847.1
0D.csv,Normal,Normal,0.5767,847.1
0D.csv,Normal,Imbalance,0.6221,847.1
0D.csv,Normal,Normal,0.6759,853.6
0D.csv,Normal,Normal,0.8202,853.6
0D.csv,Normal,Normal,0.6521,853.6
0D.csv,Normal,Normal,0.7517,853.6
0D.csv,Normal,Normal,0.6705,847.0
0D.csv,Normal,Normal,0.7384,847.0
0D.csv,Normal,Normal,0.8136,847.0
0D.csv,Normal,Normal,0.9164,847.0
0D.csv,Normal,Normal,0.8175,853.3
0D.csv,Normal,Normal,0.8834,853.3
0D.csv,Normal,Normal,0.8766,853.3
0D.csv,Normal,Normal,0.8002,853.3
0D.csv,Normal,Normal,0.8630,860.4
0D.csv,Normal,Normal,0.8664,860.4
0D.csv,Normal,Normal,0.8646,860.4
0D.csv,Normal,Normal,0.9304,860.4
0D.csv,Normal,Normal,0.8870,855.0
0D.csv,Normal,Normal,0.8685,855.0
0D.csv,Normal,Normal,0.8627,855.0
0D.csv,Normal,Normal,0.8723,855.0
0D.csv,Normal,Normal,0.8660,855.7
0D.csv,Normal,Normal,0.7627,855.7
0D.csv,Normal,Normal,0.8491,855.7
0D.csv,Normal,Normal,0.9060,855.7
0D.csv,Normal,Normal,0.9161,873.0
0D.csv,Normal,Normal,0.8778,873.0
0D.csv,Normal,Normal,0.6227,873.0
0D.csv,Normal,Normal,0.9041,873.0
0D.csv,Normal,Normal,0.8645,863.7
0D.csv,Normal,Normal,0.7903,863.7
0D.csv,Normal,Normal,0.7098,863.7
0D.csv,Normal,Normal,0.7657,863.7
0D.csv,Normal,Normal,0.6722,863.8
0D.csv,Normal,Normal,0.8752,863.8
0D.csv,Normal,Normal,0.8478,863.8
0D.csv,Normal,Normal,0.8975,863.8
0D.csv,Normal,Normal,0.6869,881.4
0D.csv,Normal,Normal,0.6036,881.4
0D.csv,Normal,Normal,0.8346,881.4
0D.csv,Normal,Normal,0.6623,881.4
0D.csv,Normal,Normal,0.6350,875.7
0D.csv,Normal,Normal,0.8721,875.7
0D.csv,Normal,Normal,0.7212,875.7
0D.csv,Normal,Normal,0.6224,875.7
0D.csv,Normal,Normal,0.7968,875.9
0D.csv,Normal,Normal,0.7948,875.9
0D.csv,Normal,Normal,0.7837,875.9
0D.csv,Normal,Normal,0.8127,875.9
0D.csv,Normal,Normal,0.8087,874.2
0D.csv,Normal,Normal,0.8274,874.2
0D.csv,Normal,Normal,0.7536,874.2
0D.csv,Normal,Normal,0.7117,874.2
0D.csv,Normal,Normal,0.6643,877.9
0D.csv,Normal,Normal,0.8125,877.9
0D.csv,Normal,Normal,0.7622,877.9
0D.csv,Normal,Normal,0.8637,877.9
0D.csv,Normal,Normal,0.9067,884.9
0D.csv,Normal,Normal,0.7266,884.9
0D.csv,Normal,Normal,0.6547,884.9
0D.csv,Normal,Normal,0.8157,884.9
0D.csv,Normal,Normal,0.7068,885.3
0D.csv,Normal,Imbalance,0.6307,885.3
0D.csv,Normal,Imbalance,0.6704,885.3
0D.csv,Normal,Normal,0.6202,885.3
0D.csv,Normal,Normal,0.6677,884.3
0D.csv,Normal,Normal,0.6319,884.3
0D.csv,Normal,Normal,0.8133,884.3
0D.csv,Normal,Normal,0.6628,884.3
0D.csv,Normal,Normal,0.7117,902.9
0D.csv,Normal,Normal,0.6114,902.9
0D.csv,Normal,Normal,0.8040,902.9
0D.csv,Normal,Imbalance,0.5505,902.9
0D.csv,Normal,Normal,0.6430,893.2
0D.csv,Normal,Normal,0.7182,893.2
0D.csv,Normal,Normal,0.6208,893.2
0D.csv,Normal,Imbalance,0.5135,893.2
0D.csv,Normal,Normal,0.8036,875.2
0D.csv,Normal,Normal,0.6014,875.2
0D.csv,Normal,Normal,0.8369,875.2
0D.csv,Normal,Normal,0.9159,875.2
0D.csv,Normal,Normal,0.7793,890.6
0D.csv,Normal,Normal,0.7502,890.6
0D.csv,Normal,Normal,0.5813,890.6
0D.csv,Normal,Normal,0.5008,890.6
0D.csv,Normal,Normal,0.6783,910.5
0D.csv,Normal,Normal,0.8280,910.5
0D.csv,Normal,Normal,0.8431,910.5
0D.csv,Normal,Normal,0.6988,910.5
0D.csv,Normal,Normal,0.5628,913.4
0D.csv,Normal,Normal,0.5116,913.4
0D.csv,Normal,Imbalance,0.6166,913.4
0D.csv,Normal,Normal,0.7593,913.4
0D.csv,Normal,Normal,0.6020,905.7
0D.csv,Normal,Normal,0.8020,905.7
0D.csv,Normal,Normal,0.6596,905.7
0D.csv,Normal,Normal,0.6835,905.7
0D.csv,Normal,Imbalance,0.8020,909.1
0D.csv,Normal,Normal,0.5272,909.1
0D.csv,Normal,Normal,0.7600,909.1
0D.csv,Normal,Normal,0.6352,909.1
0D.csv,Normal,Normal,0.5183,917.4
0D.csv,Normal,Normal,0.6759,917.4
0D.csv,Normal,Normal,0.7085,917.4
0D.csv,Normal,Normal,0.5187,917.4
0D.csv,Normal,Normal,0.6877,924.2
0D.csv,Normal,Normal,0.6215,924.2
0D.csv,Normal,Imbalance,0.5542,924.2
0D.csv,Normal,Normal,0.7611,924.2
0D.csv,Normal,Normal,0.6937,916.5
0D.csv,Normal,Normal,0.7850,916.5
0D.csv,Normal,Normal,0.8592,916.5
0D.csv,Normal,Normal,0.8311,916.5
0D.csv,Normal,Normal,0.7464,917.5
0D.csv,Normal,Imbalance,0.5751,917.5
0D.csv,Normal,Normal,0.7595,917.5
0D.csv,Normal,Normal,0.7159,917.5
0D.csv,Normal,Normal,0.6324,928.8
0D.csv,Normal,Normal,0.6000,928.8
0D.csv,Normal,Normal,0.7366,928.8
0D.csv,Normal,Normal,0.6233,928.8
0D.csv,Normal,Normal,0.7731,941.8
0D.csv,Normal,Normal,0.8278,941.8
0D.csv,Normal,Normal,0.7209,941.8
0D.csv,Normal,Normal,0.6504,941.8
0D.csv,Normal,Normal,0.7136,943.2
0D.csv,Normal,Normal,0.8349,943.2
0D.csv,Normal,Normal,0.7630,943.2
0D.csv,Normal,Normal,0.6247,943.2
0D.csv,Normal,Imbalance,0.6219,941.2
0D.csv,Normal,Normal,0.8137,941.2
0D.csv,Normal,Imbalance,0.6772,941.2
0D.csv,Normal,Normal,0.5704,941.2
0D.csv,Normal,Normal,0.8401,938.6
0D.csv,Normal,Normal,0.8883,938.6
0D.csv,Normal,Imbalance,0.6258,938.6
0D.csv,Normal,Normal,0.8269,938.6
0D.csv,Normal,Normal,0.7119,946.3
0D.csv,Normal,Normal,0.7439,946.3
0D.csv,Normal,Normal,0.6745,946.3
0D.csv,Normal,Normal,0.8238,946.3
0D.csv,Normal,Normal,0.6929,939.2
0D.csv,Normal,Imbalance,0.5255,939.2
0D.csv,Normal,Normal,0.6691,939.2
0D.csv,Normal,Normal,0.6576,939.2
0D.csv,Normal,Imbalance,0.6108,936.3
0D.csv,Normal,Imbalance,0.6567,936.3
0D.csv,Normal,Normal,0.5027,936.3
0D.csv,Normal,Normal,0.6859,936.3
0D.csv,Normal,Normal,0.8411,942.7
0D.csv,Normal,Imbalance,0.5054,942.7
0D.csv,Normal,Imbalance,0.7253,942.7
0D.csv,Normal,Normal,0.5969,942.7
0D.csv,Normal,Normal,0.7863,948.1
0D.csv,Normal,Normal,0.6687,948.1
0D.csv,Normal,Normal,0.5368,948.1
0D.csv,Normal,Normal,0.6634,948.1
0D.csv,Normal,Normal,0.6256,964.0
0D.csv,Normal,Imbalance,0.6709,964.0
0D.csv,Normal,Imbalance,0.5235,964.0
0D.csv,Normal,Imbalance,0.6744,964.0
0D.csv,Normal,Imbalance,0.5064,949.2
0D.csv,Normal,Imbalance,0.7549,949.2
0D.csv,Normal,Normal,0.6161,949.2
0D.csv,Normal,Normal,0.5183,949.2
0D.csv,Normal,Normal,0.5838,937.2
0D.csv,Normal,Normal,0.5496,937.2
0D.csv,Normal,Imbalance,0.5378,937.2
0D.csv,Normal,Imbalance,0.5892,937.2
0D.csv,Normal,Imbalance,0.5191,937.2
0D.csv,Normal,Imbalance,0.5279,937.2
0D.csv,Normal,Imbalance,0.6526,937.2
0D.csv,Normal,Normal,0.6049,937.2
0D.csv,Normal,Imbalance,0.6421,949.7
0D.csv,Normal,Normal,0.5138,949.7
0D.csv,Normal,Normal,0.7646,949.7
0D.csv,Normal,Normal,0.6487,949.7
0D.csv,Normal,Normal,0.5160,969.4
0D.csv,Normal,Normal,0.6314,969.4
0D.csv,Normal,Imbalance,0.7159,969.4
0D.csv,Normal,Normal,0.7186,969.4
0D.csv,Normal,Imbalance,0.5599,977.3
0D.csv,Normal,Normal,0.5540,977.3
0D.csv,Normal,Imbalance,0.7378,977.3
0D.csv,Normal,Imbalance,0.7349,977.3
0D.csv,Normal,Imbalance,0.6168,970.0
0D.csv,Normal,Imbalance,0.7522,970.0
0D.csv,Normal,Imbalance,0.6430,970.0
0D.csv,Normal,Imbalance,0.6879,970.0
0D.csv,Normal,Normal,0.5371,970.8
0D.csv,Normal,Imbalance,0.6509,970.8
0D.csv,Normal,Imbalance,0.5481,970.8
0D.csv,Normal,Normal,0.6305,970.8
0D.csv,Normal,Imbalance,0.5216,971.0
0D.csv,Normal,Imbalance,0.6069,971.0
0D.csv,Normal,Normal,0.5727,971.0
0D.csv,Normal,Imbalance,0.5570,971.0
0D.csv,Normal,Normal,0.6123,966.4
0D.csv,Normal,Imbalance,0.6791,966.4
0D.csv,Normal,Imbalance,0.6130,966.4
0D.csv,Normal,Imbalance,0.8200,966.4
0D.csv,Normal,Imbalance,0.7533,979.7
0D.csv,Normal,Imbalance,0.6552,979.7
0D.csv,Normal,Imbalance,0.7208,979.7
0D.csv,Normal,Imbalance,0.5959,979.7
0D.csv,Normal,Imbalance,0.5262,987.6
0D.csv,Normal,Imbalance,0.6560,987.6
0D.csv,Normal,Imbalance,0.5771,987.6
0D.csv,Normal,Imbalance,0.7916,987.6
0D.csv,Normal,Imbalance,0.7479,979.2
0D.csv,Normal,Imbalance,0.6060,979.2
0D.csv,Normal,Imbalance,0.6514,979.2
0D.csv,Normal,Normal,0.5397,979.2
0D.csv,Normal,Imbalance,0.5879,992.9
0D.csv,Normal,Imbalance,0.7855,992.9
0D.csv,Normal,Normal,0.5806,992.9
0D.csv,Normal,Imbalance,0.5110,992.9
0D.csv,Normal,Imbalance,0.7428,989.8
0D.csv,Normal,Normal,0.6264,989.8
0D.csv,Normal,Normal,0.5666,989.8
0D.csv,Normal,Imbalance,0.8697,989.8
0D.csv,Normal,Imbalance,0.6966,998.7
0D.csv,Normal,Normal,0.5761,998.7
0D.csv,Normal,Imbalance,0.6206,998.7
0D.csv,Normal,Normal,0.5141,998.7
0D.csv,Normal,Normal,0.6037,980.8
0D.csv,Normal,Imbalance,0.7451,980.8
0D.csv,Normal,Imbalance,0.8394,980.8
0D.csv,Normal,Imbalance,0.7825,980.8
0D.csv,Normal,Imbalance,0.7135,996.7
0D.csv,Normal,Imbalance,0.6327,996.7
0D.csv,Normal,Imbalance,0.5705,996.7
0D.csv,Normal,Imbalance,0.8171,996.7
0D.csv,Normal,Imbalance,0.5426,1011.2
0D.csv,Normal,Imbalance,0.5961,1011.2
0D.csv,Normal,Normal,0.5540,1011.2
0D.csv,Normal,Imbalance,0.8509,1011.2
0D.csv,Normal,Normal,0.5366,1007.5
0D.csv,Normal,Imbalance,0.6743,1007.5
0D.csv,Normal,Normal,0.5491,1007.5
0D.csv,Normal,Imbalance,0.5313,1007.5
0D.csv,Normal,Normal,0.5233,1002.2
0D.csv,Normal,Imbalance,0.8261,1002.2
0D.csv,Normal,Imbalance,0.7900,1002.2
0D.csv,Normal,Imbalance,0.5090,1002.2
0D.csv,Normal,Imbalance,0.6254,997.6
0D.csv,Normal,Imbalance,0.5683,997.6
0D.csv,Normal,Imbalance,0.5378,997.6
0D.csv,Normal,Imbalance,0.5143,997.6
0D.csv,Normal,Normal,0.7485,1030.9
0D.csv,Normal,Normal,0.7439,1030.9
0D.csv,Normal,Normal,0.6279,1030.9
0D.csv,Normal,Normal,0.6165,1030.9
0D.csv,Normal,Imbalance,0.5578,1002.2
0D.csv,Normal,Imbalance,0.7060,1002.2
0D.csv,Normal,Normal,0.5119,1002.2
0D.csv,Normal,Normal,0.6078,1002.2
0D.csv,Normal,Normal,0.7686,1021.7
0D.csv,Normal,Imbalance,0.5440,1021.7
0D.csv,Normal,Normal,0.5339,1021.7
0D.csv,Normal,Normal,0.5577,1021.7
0D.csv,Normal,Normal,0.7398,1026.0
0D.csv,Normal,Normal,0.5411,1026.0
0D.csv,Normal,Normal,0.6537,1026.0
0D.csv,Normal,Normal,0.6921,1026.0
0D.csv,Normal,Imbalance,0.5380,1039.4
0D.csv,Normal,Normal,0.7388,1039.4
0D.csv,Normal,Normal,0.7409,1039.4
0D.csv,Normal,Normal,0.7270,1039.4
0D.csv,Normal,Imbalance,0.7023,1016.3
0D.csv,Normal,Imbalance,0.7116,1016.3
0D.csv,Normal,Imbalance,0.6447,1016.3
0D.csv,Normal,Normal,0.6121,1016.3
0D.csv,Normal,Normal,0.7120,1025.8
0D.csv,Normal,Normal,0.7651,1025.8
0D.csv,Normal,Normal,0.6612,1025.8
0D.csv,Normal,Normal,0.8650,1025.8
0D.csv,Normal,Normal,0.5777,1036.8
0D.csv,Normal,Normal,0.8259,1036.8
0D.csv,Normal,Normal,0.6198,1036.8
0D.csv,Normal,Normal,0.6440,1036.8
0D.csv,Normal,Normal,0.7541,1038.2
0D.csv,Normal,Normal,0.7480,1038.2
0D.csv,Normal,Normal,0.6268,1038.2
0D.csv,Normal,Normal,0.6524,1038.2
0D.csv,Normal,Normal,0.5787,1040.5
0D.csv,Normal,Normal,0.8312,1040.5
0D.csv,Normal,Normal,0.8401,1040.5
0D.csv,Normal,Normal,0.8134,1040.5
0D.csv,Normal,Normal,0.7597,1034.0
0D.csv,Normal,Normal,0.7760,1034.0
0D.csv,Normal,Normal,0.7176,1034.0
0D.csv,Normal,Normal,0.6502,1034.0
0D.csv,Normal,Normal,0.7021,1046.8
0D.csv,Normal,Normal,0.8216,1046.8
0D.csv,Normal,Normal,0.8729,1046.8
0D.csv,Normal,Imbalance,0.5645,1046.8
0D.csv,Normal,Normal,0.6561,1042.0
0D.csv,Normal,Normal,0.5406,1042.0
0D.csv,Normal,Normal,0.6228,1042.0
0D.csv,Normal,Normal,0.6911,1042.0
0D.csv,Normal,Normal,0.7286,1042.2
0D.csv,Normal,Normal,0.6135,1042.2
0D.csv,Normal,Normal,0.7482,1042.2
0D.csv,Normal,Normal,0.8007,1042.2
0D.csv,Normal,Normal,0.6332,1052.4
0D.csv,Normal,Normal,0.8287,1052.4
0D.csv,Normal,Normal,0.8398,1052.4
0D.csv,Normal,Normal,0.8198,1052.4
0D.csv,Normal,Normal,0.7702,1048.6
0D.csv,Normal,Normal,0.8641,1048.6
0D.csv,Normal,Normal,0.7557,1048.6
0D.csv,Normal,Normal,0.6201,1048.6
0D.csv,Normal,Imbalance,0.5029,1055.8
0D.csv,Normal,Normal,0.8571,1055.8
0D.csv,Normal,Normal,0.8967,1055.8
0D.csv,Normal,Normal,0.6850,1055.8
0D.csv,Normal,Normal,0.7752,1062.4
0D.csv,Normal,Normal,0.8256,1062.4
0D.csv,Normal,Normal,0.9064,1062.4
0D.csv,Normal,Normal,0.8075,1062.4
0D.csv,Normal,Normal,0.5766,1053.0
0D.csv,Normal,Normal,0.8494,1053.0
0D.csv,Normal,Normal,0.8871,1053.0
0D.csv,Normal,Normal,0.7624,1053.0
0D.csv,Normal,Normal,0.7164,1057.5
0D.csv,Normal,Normal,0.8078,1057.5
0D.csv,Normal,Normal,0.7706,1057.5
0D.csv,Normal,Normal,0.8734,1057.5
0D.csv,Normal,Normal,0.8674,1066.0
0D.csv,Normal,Normal,0.8910,1066.0
0D.csv,Normal,Normal,0.8560,1066.0
0D.csv,Normal,Normal,0.9103,1066.0
0D.csv,Normal,Normal,0.8591,1064.5
0D.csv,Normal,Normal,0.6597,1064.5
0D.csv,Normal,Normal,0.8555,1064.5
0D.csv,Normal,Normal,0.9160,1064.5
0D.csv,Normal,Normal,0.7833,1073.4
0D.csv,Normal,Imbalance,0.5274,1073.4
0D.csv,Normal,Normal,0.8798,1073.4
0D.csv,Normal,Normal,0.9081,1073.4
0D.csv,Normal,Normal,0.8793,1060.7
0D.csv,Normal,Normal,0.9072,1060.7
0D.csv,Normal,Normal,0.9116,1060.7
0D.csv,Normal,Normal,0.8591,1060.7
0D.csv,Normal,Normal,0.7243,1059.3
0D.csv,Normal,Normal,0.8225,1059.3
0D.csv,Normal,Normal,0.8495,1059.3
0D.csv,Normal,Normal,0.8383,1059.3
0D.csv,Normal,Normal,0.8855,1097.3
0D.csv,Normal,Normal,0.6793,1097.3
0D.csv,Normal,Normal,0.8981,1097.3
0D.csv,Normal,Normal,0.8994,1097.3
0D.csv,Normal,Normal,0.9406,1092.8
0D.csv,Normal,Normal,0.9090,1092.8
0D.csv,Normal,Normal,0.8459,1092.8
0D.csv,Normal,Normal,0.8366,1092.8
0D.csv,Normal,Normal,0.9371,1093.2
0D.csv,Normal,Normal,0.8653,1093.2
0D.csv,Normal,Normal,0.9693,1093.2
0D.csv,Normal,Normal,0.9195,1093.2
0D.csv,Normal,Normal,0.9296,1087.0
0D.csv,Normal,Normal,0.8661,1087.0
0D.csv,Normal,Normal,0.8651,1087.0
0D.csv,Normal,Normal,0.9344,1087.0
0D.csv,Normal,Normal,0.9000,1094.2
0D.csv,Normal,Normal,0.9369,1094.2
0D.csv,Normal,Normal,0.8957,1094.2
0D.csv,Normal,Normal,0.9611,1094.2
0D.csv,Normal,Normal,0.8977,1085.2
0D.csv,Normal,Normal,0.9605,1085.2
0D.csv,Normal,Normal,0.9132,1085.2
0D.csv,Normal,Normal,0.8310,1085.2
0D.csv,Normal,Normal,0.9024,1091.3
0D.csv,Normal,Normal,0.8771,1091.3
0D.csv,Normal,Normal,0.9175,1091.3
0D.csv,Normal,Normal,0.9107,1091.3
0D.csv,Normal,Normal,0.9138,1095.1
0D.csv,Normal,Normal,0.8500,1095.1
0D.csv,Normal,Normal,0.9119,1095.1
0D.csv,Normal,Normal,0.9705,1095.1
0D.csv,Normal,Normal,0.9231,1104.5
0D.csv,Normal,Normal,0.8570,1104.5
0D.csv,Normal,Normal,0.9257,1104.5
0D.csv,Normal,Normal,0.8823,1104.5
0D.csv,Normal,Normal,0.8905,1095.8
0D.csv,Normal,Normal,0.9725,1095.8
0D.csv,Normal,Normal,0.9734,1095.8
0D.csv,Normal,Normal,0.9385,1095.8
0D.csv,Normal,Normal,0.9314,1101.6
0D.csv,Normal,Normal,0.9224,1101.6
0D.csv,Normal,Normal,0.9500,1101.6
0D.csv,Normal,Normal,0.8456,1101.6
0D.csv,Normal,Normal,0.9221,1110.7
0D.csv,Normal,Normal,0.9593,1110.7
0D.csv,Normal,Normal,0.9239,1110.7
0D.csv,Normal,Normal,0.8404,1110.7
0D.csv,Normal,Normal,0.9490,1100.7
0D.csv,Normal,Normal,0.9248,1100.7
0D.csv,Normal,Normal,0.9798,1100.7
0D.csv,Normal,Normal,0.9290,1100.7
0D.csv,Normal,Normal,0.9451,1103.1
0D.csv,Normal,Normal,0.9363,1103.1
0D.csv,Normal,Normal,0.9658,1103.1
0D.csv,Normal,Normal,0.9713,1103.1
0D.csv,Normal,Normal,0.8794,1109.7
0D.csv,Normal,Normal,0.9536,1109.7
0D.csv,Normal,Normal,0.8813,1109.7
0D.csv,Normal,Normal,0.9441,1109.7
0D.csv,Normal,Normal,0.9215,1128.2
0D.csv,Normal,Normal,0.9534,1128.2
0D.csv,Normal,Normal,0.9317,1128.2
0D.csv,Normal,Normal,0.9495,1128.2
0D.csv,Normal,Normal,0.9366,1118.0
0D.csv,Normal,Normal,0.9296,1118.0
0D.csv,Normal,Normal,0.9700,1118.0
0D.csv,Normal,Normal,0.9400,1118.0
0D.csv,Normal,Normal,0.9251,1116.6
0D.csv,Normal,Normal,0.9701,1116.6
0D.csv,Normal,Normal,0.8712,1116.6
0D.csv,Normal,Normal,0.9745,1116.6
0D.csv,Normal,Normal,0.9618,1123.1
0D.csv,Normal,Normal,0.9868,1123.1
0D.csv,Normal,Normal,0.9123,1123.1
0D.csv,Normal,Normal,0.9754,1123.1
0D.csv,Normal,Normal,0.9509,1126.8
0D.csv,Normal,Normal,0.9518,1126.8
0D.csv,Normal,Normal,0.9422,1126.8
0D.csv,Normal,Normal,0.9727,1126.8
0D.csv,Normal,Normal,0.9877,1143.9
0D.csv,Normal,Normal,0.9789,1143.9
0D.csv,Normal,Normal,0.9690,1143.9
0D.csv,Normal,Normal,0.9459,1143.9
0D.csv,Normal,Normal,0.9614,1129.1
0D.csv,Normal,Normal,0.9724,1129.1
0D.csv,Normal,Normal,0.9785,1129.1
0D.csv,Normal,Normal,0.9651,1129.1
0D.csv,Normal,Normal,0.9708,1113.9
0D.csv,Normal,Normal,0.9713,1113.9
0D.csv,Normal,Normal,0.9755,1113.9
0D.csv,Normal,Normal,0.9525,1113.9
0D.csv,Normal,Normal,0.9505,1112.2
0D.csv,Normal,Normal,0.9663,1112.2
0D.csv,Normal,Normal,0.9263,1112.2
0D.csv,Normal,Normal,0.9147,1112.2
0D.csv,Normal,Normal,0.9376,1112.4
0D.csv,Normal,Normal,0.9137,1112.4
0D.csv,Normal,Normal,0.9090,1112.4
0D.csv,Normal,Normal,0.9102,1112.4
0D.csv,Normal,Normal,0.9226,1112.8
0D.csv,Normal,Normal,0.8916,1112.8
0D.csv,Normal,Normal,0.9348,1112.8
0D.csv,Normal,Normal,0.9512,1112.8
0D.csv,Normal,Normal,0.9517,1141.8
0D.csv,Normal,Normal,0.9876,1141.8
0D.csv,Normal,Normal,0.9522,1141.8
0D.csv,Normal,Normal,0.9089,1141.8
0D.csv,Normal,Normal,0.9040,1147.6
0D.csv,Normal,Normal,0.9430,1147.6
0D.csv,Normal,Normal,0.9761,1147.6
0D.csv,Normal,Normal,0.9564,1147.6
0D.csv,Normal,Normal,0.9823,1147.2
0D.csv,Normal,Normal,0.9777,1147.2
0D.csv,Normal,Normal,0.9271,1147.2
0D.csv,Normal,Normal,0.9602,1147.2
0D.csv,Normal,Normal,0.9708,1147.6
0D.csv,Normal,Normal,0.9703,1147.6
0D.csv,Normal,Normal,0.9824,1147.6
0D.csv,Normal,Normal,0.9634,1147.6
0D.csv,Normal,Normal,0.9644,1165.1
0D.csv,Normal,Normal,0.9817,1165.1
