path,original_path,label,label_name,rpm
4k_mafulda_structured_v3\horizontal-misalignment\1.0mm\23.7568.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.0mm\23.7568.csv,2,Misalignment,1396.139371130266
4k_mafulda_structured_v3\horizontal-misalignment\1.0mm\24.1664.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.0mm\24.1664.csv,2,Misalignment,1415.8249701506986
4k_mafulda_structured_v3\horizontal-misalignment\1.0mm\24.9856.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.0mm\24.9856.csv,2,Misalignment,1462.7070153523796
4k_mafulda_structured_v3\horizontal-misalignment\1.0mm\26.0096.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.0mm\26.0096.csv,2,Misalignment,1522.3949124622925
4k_mafulda_structured_v3\horizontal-misalignment\1.0mm\27.0336.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.0mm\27.0336.csv,2,Misalignment,1579.0044638014233
4k_mafulda_structured_v3\horizontal-misalignment\1.0mm\28.2624.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.0mm\28.2624.csv,2,Misalignment,1659.5667359835254
4k_mafulda_structured_v3\horizontal-misalignment\1.0mm\29.4912.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.0mm\29.4912.csv,2,Misalignment,1729.503966974134
4k_mafulda_structured_v3\horizontal-misalignment\1.0mm\30.5152.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.0mm\30.5152.csv,2,Misalignment,1793.251075344817
4k_mafulda_structured_v3\horizontal-misalignment\1.0mm\31.1296.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.0mm\31.1296.csv,2,Misalignment,1828.5201016913811
4k_mafulda_structured_v3\horizontal-misalignment\1.0mm\32.3584.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.0mm\32.3584.csv,2,Misalignment,1894.1907462146348
4k_mafulda_structured_v3\horizontal-misalignment\1.0mm\33.792.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.0mm\33.792.csv,2,Misalignment,1982.6078546732324
4k_mafulda_structured_v3\horizontal-misalignment\1.0mm\34.6112.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.0mm\34.6112.csv,2,Misalignment,2026.3261581016864
4k_mafulda_structured_v3\horizontal-misalignment\1.0mm\36.0448.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.0mm\36.0448.csv,2,Misalignment,2114.266493681226
4k_mafulda_structured_v3\horizontal-misalignment\1.0mm\36.6592.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.0mm\36.6592.csv,2,Misalignment,2144.5955389199917
4k_mafulda_structured_v3\horizontal-misalignment\1.0mm\37.0688.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.0mm\37.0688.csv,2,Misalignment,2177.2086572267203
4k_mafulda_structured_v3\horizontal-misalignment\1.0mm\38.912.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.0mm\38.912.csv,2,Misalignment,2274.954924430354
4k_mafulda_structured_v3\horizontal-misalignment\1.0mm\39.5264.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.0mm\39.5264.csv,2,Misalignment,2313.457413908056
4k_mafulda_structured_v3\horizontal-misalignment\1.0mm\40.1408.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.0mm\40.1408.csv,2,Misalignment,2357.245608874526
4k_mafulda_structured_v3\horizontal-misalignment\1.0mm\41.5744.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.0mm\41.5744.csv,2,Misalignment,2431.5963068626393
4k_mafulda_structured_v3\horizontal-misalignment\1.0mm\42.3936.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.0mm\42.3936.csv,2,Misalignment,2483.0545588962063
4k_mafulda_structured_v3\horizontal-misalignment\1.0mm\43.4176.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.0mm\43.4176.csv,2,Misalignment,2542.740536024166
4k_mafulda_structured_v3\horizontal-misalignment\1.0mm\44.6464.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.0mm\44.6464.csv,2,Misalignment,2611.913226438366
4k_mafulda_structured_v3\horizontal-misalignment\1.0mm\45.056.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.0mm\45.056.csv,2,Misalignment,2636.3519630188434
4k_mafulda_structured_v3\horizontal-misalignment\1.0mm\46.2848.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.0mm\46.2848.csv,2,Misalignment,2706.3979246939766
4k_mafulda_structured_v3\horizontal-misalignment\1.0mm\46.8992.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.0mm\46.8992.csv,2,Misalignment,2748.32348249551
4k_mafulda_structured_v3\horizontal-misalignment\1.0mm\48.128.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.0mm\48.128.csv,2,Misalignment,2817.2744675471654
4k_mafulda_structured_v3\horizontal-misalignment\1.0mm\49.3568.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.0mm\49.3568.csv,2,Misalignment,2886.801303871922
4k_mafulda_structured_v3\horizontal-misalignment\1.0mm\50.176.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.0mm\50.176.csv,2,Misalignment,2938.130674565903
4k_mafulda_structured_v3\horizontal-misalignment\1.0mm\51.2.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.0mm\51.2.csv,2,Misalignment,2994.083978644606
4k_mafulda_structured_v3\horizontal-misalignment\1.0mm\52.4288.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.0mm\52.4288.csv,2,Misalignment,3068.3951290731443
4k_mafulda_structured_v3\horizontal-misalignment\1.0mm\53.4528.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.0mm\53.4528.csv,2,Misalignment,3132.4420598617708
4k_mafulda_structured_v3\horizontal-misalignment\1.0mm\54.272.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.0mm\54.272.csv,2,Misalignment,3179.2290369585376
4k_mafulda_structured_v3\horizontal-misalignment\1.0mm\55.5008.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.0mm\55.5008.csv,2,Misalignment,3246.0871978665127
4k_mafulda_structured_v3\horizontal-misalignment\1.0mm\56.32.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.0mm\56.32.csv,2,Misalignment,3299.4954421203474
4k_mafulda_structured_v3\horizontal-misalignment\1.0mm\57.1392.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.0mm\57.1392.csv,2,Misalignment,3348.05299076676
4k_mafulda_structured_v3\horizontal-misalignment\1.0mm\58.368.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.0mm\58.368.csv,2,Misalignment,3421.4531538007445
4k_mafulda_structured_v3\horizontal-misalignment\1.0mm\60.0064.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.0mm\60.0064.csv,2,Misalignment,3519.209519081402
4k_mafulda_structured_v3\horizontal-misalignment\1.0mm\60.416.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.0mm\60.416.csv,2,Misalignment,3544.4462305095644
4k_mafulda_structured_v3\horizontal-misalignment\1.5mm\12.288.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.5mm\12.288.csv,2,Misalignment,718.5512059075464
4k_mafulda_structured_v3\horizontal-misalignment\1.5mm\13.9264.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.5mm\13.9264.csv,2,Misalignment,814.4114357952059
4k_mafulda_structured_v3\horizontal-misalignment\1.5mm\14.9504.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.5mm\14.9504.csv,2,Misalignment,879.4227131997734
4k_mafulda_structured_v3\horizontal-misalignment\1.5mm\15.7696.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.5mm\15.7696.csv,2,Misalignment,928.3954638923387
4k_mafulda_structured_v3\horizontal-misalignment\1.5mm\16.7936.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.5mm\16.7936.csv,2,Misalignment,978.0364409133169
4k_mafulda_structured_v3\horizontal-misalignment\1.5mm\17.8176.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.5mm\17.8176.csv,2,Misalignment,1039.6769747817889
4k_mafulda_structured_v3\horizontal-misalignment\1.5mm\19.0464.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.5mm\19.0464.csv,2,Misalignment,1113.226420573715
4k_mafulda_structured_v3\horizontal-misalignment\1.5mm\19.6608.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.5mm\19.6608.csv,2,Misalignment,1147.9280306114142
4k_mafulda_structured_v3\horizontal-misalignment\1.5mm\20.6848.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.5mm\20.6848.csv,2,Misalignment,1216.2342953746609
4k_mafulda_structured_v3\horizontal-misalignment\1.5mm\21.2992.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.5mm\21.2992.csv,2,Misalignment,1242.7909999187718
4k_mafulda_structured_v3\horizontal-misalignment\1.5mm\22.3232.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.5mm\22.3232.csv,2,Misalignment,1309.041997429954
4k_mafulda_structured_v3\horizontal-misalignment\1.5mm\23.552.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.5mm\23.552.csv,2,Misalignment,1376.6453326892888
4k_mafulda_structured_v3\horizontal-misalignment\1.5mm\24.3712.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.5mm\24.3712.csv,2,Misalignment,1432.4734446130499
4k_mafulda_structured_v3\horizontal-misalignment\1.5mm\25.8048.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.5mm\25.8048.csv,2,Misalignment,1510.0528112555762
4k_mafulda_structured_v3\horizontal-misalignment\1.5mm\26.8288.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.5mm\26.8288.csv,2,Misalignment,1574.854023146316
4k_mafulda_structured_v3\horizontal-misalignment\1.5mm\28.2624.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.5mm\28.2624.csv,2,Misalignment,1658.0804189174469
4k_mafulda_structured_v3\horizontal-misalignment\1.5mm\29.696.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.5mm\29.696.csv,2,Misalignment,1740.272400971652
4k_mafulda_structured_v3\horizontal-misalignment\1.5mm\30.5152.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.5mm\30.5152.csv,2,Misalignment,1782.8890834183285
4k_mafulda_structured_v3\horizontal-misalignment\1.5mm\31.744.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.5mm\31.744.csv,2,Misalignment,1863.2187709208818
4k_mafulda_structured_v3\horizontal-misalignment\1.5mm\32.768.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.5mm\32.768.csv,2,Misalignment,1921.2876252159938
4k_mafulda_structured_v3\horizontal-misalignment\1.5mm\33.9968.npz,C:\dev_work\personal\Ai-Driven-Vibrations-motor\data\raw_mafulda\horizontal-misalignment\1.5mm\33.9968.csv,2,Misalignment,1990.1577652337528
